`id,work_year,experience_level,employment_type,job_title,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
1822,2024,SE,FT,Manager Data Management,USD,125000,US,100,US,L
1823,2024,SE,FT,Data Engineer,USD,175000,US,0,US,M
1824,2024,SE,FT,Data Engineer,USD,155000,US,0,US,M
1825,2024,SE,FT,Data Engineer,USD,153600,US,0,US,M
1826,2024,SE,FT,Data Engineer,USD,106800,US,0,US,M
1827,2024,SE,FT,Data Scientist,USD,150000,US,0,US,M
1828,2024,SE,FT,Data Scientist,USD,140000,US,0,US,M
1829,2024,SE,FT,Data Science Consultant,USD,122000,US,0,US,M
1830,2024,SE,FT,Data Science Consultant,USD,94500,US,0,US,M
1831,2024,SE,FT,Data Engineer,USD,170000,US,0,US,M
1832,2024,SE,FT,Data Engineer,USD,130000,US,0,US,M
1833,2024,SE,FT,Data Science Consultant,USD,145000,US,0,US,M
1834,2024,SE,FT,Data Science Consultant,USD,128000,US,0,US,M
1835,2024,SE,FT,Data Engineer,USD,145000,US,0,US,M
1836,2024,SE,FT,Data Engineer,USD,100000,US,0,US,M
1837,2024,SE,FT,Data Engineer,USD,175000,US,0,US,M
1838,2024,SE,FT,Data Engineer,USD,120000,US,0,US,M
1839,2024,SE,FT,Data Engineer,USD,145000,US,0,US,M
1840,2024,SE,FT,Data Engineer,USD,115000,US,0,US,M
1841,2024,SE,FT,Applied Machine Learning Scientist,USD,150000,US,100,US,M
1842,2024,MI,FT,Data Analyst,USD,150000,US,0,US,M
1843,2024,MI,FT,Data Analyst,USD,100000,US,0,US,M
1844,2024,MI,FT,Data Scientist,USD,150000,US,100,US,M
1845,2024,MI,FT,Data Scientist,USD,127500,US,100,US,M
1846,2024,SE,FT,Data Scientist,USD,126500,US,100,US,M
1847,2024,SE,FT,Data Scientist,USD,51000,US,100,US,M
1848,2024,MI,FT,Data Engineer,USD,260000,US,0,US,M
1849,2024,MI,FT,Data Engineer,USD,175000,US,0,US,M
1852,2024,SE,FT,Data Engineer,USD,250000,US,100,US,M
1853,2024,SE,FT,Data Engineer,USD,63000,US,100,US,M
1854,2024,SE,FT,Machine Learning Engineer,USD,210000,US,100,US,M
1855,2024,SE,FT,Machine Learning Engineer,USD,160000,US,100,US,M
1856,2024,SE,FT,Data Scientist,USD,272550,US,100,US,M
1857,2024,SE,FT,Data Scientist,USD,198200,US,100,US,M
1858,2024,MI,FT,Data Scientist,EUR,94560,FR,100,FR,M
1859,2024,MI,FT,Data Scientist,EUR,52533,FR,100,FR,M
1860,2024,SE,FT,Data Scientist,USD,220000,US,0,US,M
1861,2024,SE,FT,Data Scientist,USD,146000,US,0,US,M
1862,2024,MI,FT,Data Analyst,USD,150000,US,0,US,M
1863,2024,MI,FT,Data Analyst,USD,100000,US,0,US,M
1864,2024,SE,FT,Machine Learning Software Engineer,USD,248400,CA,100,CA,M
1865,2024,SE,FT,Machine Learning Software Engineer,USD,183600,CA,100,CA,M
1866,2024,MI,FT,Data Engineer,USD,150000,US,100,US,M
1867,2024,MI,FT,Data Engineer,USD,150000,US,100,US,M
1869,2024,SE,FT,Lead Data Scientist,INR,56723,IN,0,IN,L
1870,2024,MI,FT,Data Engineer,USD,120000,US,0,US,M
1871,2024,MI,FT,Data Engineer,USD,95000,US,0,US,M
1872,2024,EN,FT,Data Engineer,USD,160000,US,0,US,M
1873,2024,EN,FT,Data Engineer,USD,135000,US,0,US,M
1875,2024,SE,FT,Data Engineer,USD,216000,US,100,US,M
1876,2024,SE,FT,Data Engineer,USD,144000,US,100,US,M
1877,2024,EN,FT,Data Engineer,USD,85000,US,0,US,M
1878,2024,EN,FT,Data Engineer,USD,65000,US,0,US,M
1879,2024,SE,FT,Data Analyst,USD,149000,US,100,US,M
1880,2024,SE,FT,Data Analyst,USD,119000,US,100,US,M
1881,2024,SE,FT,Data Scientist,USD,140000,US,0,US,M
1882,2024,SE,FT,Data Scientist,USD,120000,US,0,US,M
1883,2024,MI,FT,Data Scientist,USD,150000,US,0,US,M
1884,2024,MI,FT,Data Scientist,USD,110000,US,0,US,M
1885,2024,SE,FT,Machine Learning Engineer,USD,246000,US,100,US,M
1886,2024,SE,FT,Machine Learning Engineer,USD,201000,US,100,US,M
1887,2024,SE,FT,Data Scientist,USD,190000,US,0,US,M
1888,2024,SE,FT,Data Scientist,USD,155000,US,0,US,M
1889,2024,SE,FT,ML Engineer,USD,235000,US,100,US,M
1890,2024,SE,FT,ML Engineer,USD,185000,US,100,US,M
1891,2024,SE,FT,Cloud Database Engineer,USD,190000,US,100,US,M
1892,2024,SE,FT,Cloud Database Engineer,USD,160000,US,100,US,M
1893,2024,EN,FT,Product Data Analyst,USD,100000,US,100,US,M
1894,2024,MI,FT,Data Engineer,USD,130000,US,0,US,M
1895,2024,MI,FT,Data Engineer,USD,115000,US,0,US,M
1896,2024,MI,FT,Data Scientist,GBP,92350,GB,0,GB,M
1897,2024,MI,FT,Data Scientist,GBP,67723,GB,0,GB,M
1898,2024,MI,FT,Data Engineer,USD,105000,US,0,US,M
1899,2024,MI,FT,Data Engineer,USD,70000,US,0,US,M
1900,2024,SE,FT,Machine Learning Engineer,USD,204500,US,0,US,M
1901,2024,SE,FT,Machine Learning Engineer,USD,142200,US,0,US,M
1902,2024,SE,FT,Machine Learning Engineer,USD,192000,US,100,US,M
1903,2024,SE,FT,Machine Learning Engineer,USD,164000,US,100,US,M
1904,2024,SE,FT,Data Engineer,USD,185900,US,0,US,M
1905,2024,SE,FT,Data Engineer,USD,129300,US,0,US,M
1906,2024,SE,FT,Data Engineer,USD,130000,US,0,US,M
1907,2024,SE,FT,Data Engineer,USD,75000,US,0,US,M
1908,2024,SE,FT,Data Science Manager,USD,175000,US,0,US,M
1909,2024,SE,FT,Data Science Manager,USD,120000,US,0,US,M
1910,2024,SE,FT,Data Engineer,USD,167500,US,0,US,M
1911,2024,SE,FT,Data Engineer,USD,106500,US,0,US,M
1912,2024,MI,FT,Data Analyst,USD,75000,US,100,US,M
1913,2024,MI,FT,Data Analyst,USD,60000,US,100,US,M
1914,2024,SE,FT,Applied Scientist,USD,184000,US,100,US,M
1915,2024,SE,FT,Applied Scientist,USD,142000,US,100,US,M
1916,2024,MI,FT,Data Scientist,USD,145000,US,0,US,M
1917,2024,MI,FT,Data Scientist,USD,100000,US,0,US,M
1919,2024,MI,FT,Data Scientist,INR,31795,IN,100,US,M
1921,2024,SE,FT,Data Engineer,USD,175000,US,0,US,M
1922,2024,SE,FT,Data Engineer,USD,120000,US,0,US,M
1923,2024,SE,FT,Data Engineer,USD,175000,US,0,US,M
1924,2024,SE,FT,Data Engineer,USD,120000,US,0,US,M
1925,2024,EX,FT,Data Engineer,USD,200000,US,0,US,M
1926,2024,EX,FT,Data Engineer,USD,145000,US,0,US,M
1927,2024,MI,FT,Data Engineer,GBP,92350,GB,100,GB,M
1928,2024,MI,FT,Data Engineer,GBP,73880,GB,100,GB,M
1929,2024,SE,FT,Data Engineer,USD,145000,US,0,US,M
1930,2024,SE,FT,Data Engineer,USD,100000,US,0,US,M
1931,2024,SE,FT,Applied Scientist,USD,192000,US,100,US,M
1932,2024,SE,FT,Applied Scientist,USD,164000,US,100,US,M
1933,2024,EX,FT,Data Engineer,USD,310000,US,100,US,M
1934,2024,EX,FT,Data Engineer,USD,239000,US,100,US,M
1935,2024,SE,FT,Data Analyst,USD,120000,US,0,US,M
1936,2024,SE,FT,Data Analyst,USD,95000,US,0,US,M
1937,2024,SE,FT,Machine Learning Engineer,USD,145000,US,0,US,M
1938,2024,SE,FT,Machine Learning Engineer,USD,135000,US,0,US,M
1939,2024,SE,FT,Data Engineer,USD,100000,US,0,US,M
1940,2024,SE,FT,Data Engineer,USD,78000,US,0,US,M
1941,2024,SE,FT,Data Engineer,EUR,73546,ES,0,ES,M
1942,2024,SE,FT,Data Engineer,EUR,36773,ES,0,ES,M
1943,2024,MI,FT,Data Engineer,USD,160000,US,100,US,M
1944,2024,MI,FT,Data Engineer,USD,120000,US,100,US,M
1945,2024,SE,FT,Data Scientist,USD,190000,US,0,US,M
1946,2024,SE,FT,Data Scientist,USD,150000,US,0,US,M
1947,2024,MI,FT,Data Engineer,INR,35610,IN,50,IN,L
1949,2024,SE,FT,Data Engineer,USD,120000,US,0,US,M
1950,2024,SE,FT,Data Engineer,USD,95000,US,0,US,M
1951,2024,MI,FT,Data Analyst,USD,150000,US,0,US,M
1952,2024,MI,FT,Data Analyst,USD,100000,US,0,US,M
1953,2024,SE,FT,Data Scientist,EUR,47280,ES,0,ES,M
1954,2024,SE,FT,Data Scientist,EUR,37824,ES,0,ES,M
1955,2024,SE,FT,Data Analyst,USD,115934,US,100,US,M
1956,2024,SE,FT,Data Analyst,USD,81666,US,100,US,M
1957,2024,SE,FT,Data Scientist,USD,175000,US,100,US,M
1958,2024,SE,FT,Data Scientist,USD,140000,US,100,US,M
1959,2024,SE,FT,Data Engineer,USD,120000,US,0,US,M
1960,2024,SE,FT,Data Engineer,USD,95000,US,0,US,M
1961,2024,SE,FT,Research Engineer,USD,249500,US,0,US,M
1962,2024,SE,FT,Research Engineer,USD,149850,US,0,US,M
1963,2024,MI,FT,Analytics Engineer,USD,122500,US,100,US,M
1964,2024,MI,FT,Analytics Engineer,USD,100000,US,100,US,M
1965,2024,SE,FT,Data Scientist,USD,249500,US,0,US,M
1966,2024,SE,FT,Data Scientist,USD,149850,US,0,US,M
1967,2024,EN,FT,Data Analyst,USD,55000,US,0,US,M
1968,2024,EN,FT,Data Analyst,USD,48000,US,0,US,M
1969,2024,SE,FT,Research Scientist,USD,249500,US,0,US,M
1970,2024,SE,FT,Research Scientist,USD,149850,US,0,US,M
1971,2024,MI,FT,Computer Vision Engineer,EUR,58837,FR,100,FR,S
1972,2024,SE,FT,Data Engineer,USD,190000,US,100,US,M
1973,2024,SE,FT,Data Engineer,USD,120000,US,100,US,M
1974,2024,SE,FT,Data Analyst,USD,127000,US,100,US,M
1975,2024,SE,FT,Data Analyst,USD,104000,US,100,US,M
1976,2024,SE,FT,Data Scientist,USD,210000,US,100,US,M
1977,2024,SE,FT,Data Scientist,USD,150000,US,100,US,M
1978,2024,SE,FT,Machine Learning Engineer,USD,210000,US,100,US,M
1979,2024,SE,FT,Machine Learning Engineer,USD,150000,US,100,US,M
1980,2024,SE,FT,Data Engineer,USD,210000,US,100,US,M
1981,2024,SE,FT,Data Engineer,USD,130000,US,100,US,M
1982,2024,SE,FT,Data Scientist,USD,182750,US,100,US,M
1983,2024,SE,FT,Data Scientist,USD,161500,US,100,US,M
1984,2024,MI,FT,Data Analyst,USD,102640,US,100,US,M
1985,2024,MI,FT,Data Analyst,USD,66100,US,100,US,M
1986,2024,SE,FT,Research Scientist,USD,210000,US,100,US,M
1987,2024,SE,FT,Research Scientist,USD,150000,US,100,US,M
1988,2024,SE,FT,Data Engineer,USD,198800,US,0,US,M
1989,2024,SE,FT,Data Engineer,USD,122600,US,0,US,M
1990,2024,MI,FT,Data Engineer,USD,130000,US,100,US,M
1991,2024,MI,FT,Data Engineer,USD,80000,US,100,US,M
1992,2024,SE,FT,Data Scientist,USD,136000,US,100,US,M
1993,2024,SE,FT,Data Scientist,USD,104000,US,100,US,M
1994,2024,SE,FT,Data Analyst,USD,150000,US,100,US,M
1995,2024,SE,FT,Data Analyst,USD,100000,US,100,US,M
1996,2024,EN,FT,Data Engineer,USD,160000,US,0,US,M
1997,2024,EN,FT,Data Engineer,USD,135000,US,0,US,M
1998,2024,SE,FT,Data Engineer,USD,216000,US,100,US,M
1999,2024,SE,FT,Data Engineer,USD,144000,US,100,US,M
2000,2024,EX,FT,Data Scientist,USD,159000,US,100,US,M
2001,2024,EX,FT,Data Scientist,USD,130000,US,100,US,M
2002,2024,SE,FT,Data Analyst,USD,115934,US,100,US,M
2003,2024,SE,FT,Data Analyst,USD,81666,US,100,US,M
2004,2024,SE,FT,Data Engineer,USD,215000,US,100,US,M
2005,2024,SE,FT,Data Engineer,USD,150000,US,100,US,M
2006,2024,SE,FT,Machine Learning Engineer,USD,246000,US,100,US,M
2007,2024,SE,FT,Machine Learning Engineer,USD,201000,US,100,US,M
2008,2024,MI,FT,Data Engineer,USD,187000,US,100,US,M
2009,2024,MI,FT,Data Engineer,USD,153000,US,100,US,M
2012,2024,MI,FT,Data Analyst,GBP,430967,GB,0,GB,M
2013,2024,MI,FT,Data Analyst,GBP,55410,GB,0,GB,M
2014,2024,SE,FT,Data Analyst,EUR,50432,ES,0,ES,M
2015,2024,SE,FT,Data Analyst,EUR,39925,ES,0,ES,M
2016,2024,SE,FT,Data Analyst,USD,169000,US,0,US,M
2017,2024,SE,FT,Data Analyst,USD,110600,US,0,US,M
2018,2024,EN,FT,BI Data Analyst,EUR,60938,DE,0,DE,L
2019,2024,SE,FT,BI Developer,USD,140000,US,100,US,M
2020,2024,SE,FT,BI Developer,USD,120000,US,100,US,M
2021,2024,MI,FT,Data Analyst,USD,75000,US,100,US,M
2022,2024,MI,FT,Data Analyst,USD,60000,US,100,US,M
2023,2024,SE,FT,3D Computer Vision Researcher,USD,10000,CA,50,AL,S
2024,2024,EN,FT,Data Analyst,USD,50000,US,50,US,L
2025,2024,MI,FT,MLOps Engineer,USD,134000,US,100,US,M
2026,2024,MI,FT,MLOps Engineer,USD,124000,US,100,US,M
2027,2024,SE,FT,Data Analyst,USD,166700,US,0,US,M
2028,2024,SE,FT,Data Analyst,USD,119000,US,0,US,M
2029,2024,EN,FT,Data Scientist,USD,124234,US,0,US,M
2030,2024,EN,FT,Data Scientist,USD,74540,US,0,US,M
2031,2024,MI,FT,Data Analyst,USD,100000,US,100,US,M
2032,2024,MI,FT,Data Analyst,USD,65000,US,100,US,M
2033,2023,MI,FT,Data Analyst,INR,16904,IN,50,IN,L
2034,2024,EN,FT,AI Scientist,USD,200000,CA,50,CA,L
2036,2024,SE,FT,Data Engineer,USD,220000,US,100,US,M
2037,2024,SE,FT,Data Engineer,USD,146000,US,100,US,M
2038,2024,SE,FT,Data Engineer,EUR,68293,ES,0,ES,M
2039,2024,SE,FT,Data Engineer,EUR,36773,ES,0,ES,M
2040,2024,SE,FT,Data Specialist,USD,110000,US,0,US,M
2041,2024,SE,FT,Data Specialist,USD,70000,US,0,US,M
2042,2024,EN,FT,Data Analyst,USD,50000,US,50,US,L
2043,2024,SE,FT,Data Engineer,USD,120000,US,0,US,M
2044,2024,SE,FT,Data Engineer,USD,95000,US,0,US,M
2045,2024,MI,FT,Data Analyst,USD,150000,US,0,US,M
2046,2024,MI,FT,Data Analyst,USD,100000,US,0,US,M
2047,2024,SE,FT,Data Scientist,EUR,47280,ES,0,ES,M
2048,2024,SE,FT,Data Scientist,EUR,37824,ES,0,ES,M
2049,2024,SE,FT,Data Architect,USD,190000,US,100,US,M
2050,2024,SE,FT,Data Architect,USD,135000,US,100,US,M
2051,2024,SE,FT,Data Scientist,USD,128000,US,0,US,M
2052,2024,SE,FT,Data Scientist,USD,81500,US,0,US,M
2053,2024,SE,FT,Data Scientist,USD,173000,US,100,US,M
2054,2024,SE,FT,Data Scientist,USD,110000,US,100,US,M
2055,2024,SE,FT,Machine Learning Engineer,USD,192000,US,0,US,M
2056,2024,SE,FT,Machine Learning Engineer,USD,120000,US,0,US,M
2057,2024,SE,FT,Data Analyst,USD,115934,US,100,US,M
2058,2024,SE,FT,Data Analyst,USD,81666,US,100,US,M
2059,2024,SE,FT,Data Analyst,USD,120000,US,0,US,M
2060,2024,SE,FT,Data Analyst,USD,95000,US,0,US,M
2061,2024,SE,FT,Principal Machine Learning Engineer,USD,190000,US,100,US,L
2062,2024,SE,FT,Data Engineer,USD,194000,US,100,US,M
2063,2024,SE,FT,Data Engineer,USD,129400,US,100,US,M
2064,2024,SE,FT,Data Analyst,USD,201000,US,100,US,M
2065,2024,SE,FT,Data Analyst,USD,89200,US,100,US,M
2066,2024,SE,FT,Data Scientist,USD,165000,US,0,US,M
2067,2024,SE,FT,Data Scientist,USD,125000,US,0,US,M
2068,2024,SE,FT,Applied Scientist,USD,230000,US,100,US,M
2069,2024,SE,FT,Applied Scientist,USD,196000,US,100,US,M
2070,2024,MI,FT,Machine Learning Engineer,USD,130000,US,0,US,M
2071,2024,MI,FT,Machine Learning Engineer,USD,90000,US,0,US,M
2072,2024,MI,FT,Machine Learning Researcher,USD,150000,US,100,US,M
2073,2024,MI,FT,Machine Learning Researcher,USD,100000,US,100,US,M
2074,2024,MI,FT,Machine Learning Engineer,USD,230000,US,0,US,M
2075,2024,MI,FT,Machine Learning Engineer,USD,150000,US,0,US,M
2076,2024,SE,FT,Data Engineer,USD,153600,US,0,US,M
2077,2024,SE,FT,Data Engineer,USD,106800,US,0,US,M
2078,2024,MI,FT,Machine Learning Researcher,USD,130000,US,100,US,M
2079,2024,MI,FT,Machine Learning Researcher,USD,100000,US,100,US,M
2080,2024,SE,FT,Data Engineer,USD,216000,US,100,US,M
2081,2024,SE,FT,Data Engineer,USD,144000,US,100,US,M
2082,2024,MI,FT,Data Scientist,USD,180000,US,0,US,M
2083,2024,MI,FT,Data Scientist,USD,120000,US,0,US,M
2084,2024,EN,FT,Data Engineer,USD,160000,US,0,US,M
2085,2024,EN,FT,Data Engineer,USD,135000,US,0,US,M
2086,2024,SE,FT,Data Analyst,USD,192500,US,100,US,M
2087,2024,SE,FT,Data Analyst,USD,140000,US,100,US,M
2088,2024,SE,FT,Data Engineer,USD,152500,US,0,US,M
2089,2024,SE,FT,Data Engineer,USD,130000,US,0,US,M
2090,2024,SE,FT,Data Analyst,USD,65000,US,100,US,M
2091,2024,SE,FT,Data Analyst,USD,55000,US,100,US,M
2092,2024,SE,FT,Data Engineer,USD,178750,US,0,US,M
2093,2024,SE,FT,Data Engineer,USD,160000,US,0,US,M
2094,2024,MI,FT,Data Scientist,EUR,63040,FR,100,FR,M
2095,2024,MI,FT,Data Scientist,EUR,52533,FR,100,FR,M
2096,2024,MI,FT,Machine Learning Scientist,USD,165000,US,0,US,M
2097,2024,MI,FT,Machine Learning Scientist,USD,135000,US,0,US,M
2098,2024,SE,FT,Analytics Engineer,USD,170000,US,100,US,M
2099,2024,SE,FT,Analytics Engineer,USD,125000,US,100,US,M
2100,2024,SE,FT,Data Engineer,USD,105000,US,0,US,M
2101,2024,SE,FT,Data Engineer,USD,70000,US,0,US,M
2102,2024,SE,FT,Data Scientist,USD,130000,US,0,US,M
2103,2024,SE,FT,Data Scientist,USD,95000,US,0,US,M
2104,2024,SE,FT,Data Scientist,USD,203500,US,0,US,M
2105,2024,SE,FT,Data Scientist,USD,152000,US,0,US,M
2106,2024,SE,FT,Data Engineer,USD,197430,US,100,US,M
2107,2024,SE,FT,Data Engineer,USD,134760,US,100,US,M
2108,2024,MI,FT,Data Scientist,USD,120000,US,100,US,M
2109,2024,SE,FT,Data Engineer,USD,197000,US,0,US,M
2110,2024,SE,FT,Data Engineer,USD,99000,US,0,US,M
2111,2024,SE,FT,Data Engineer,USD,220000,US,100,US,M
2112,2024,SE,FT,Data Engineer,USD,162000,US,100,US,M
2115,2024,MI,FT,Data Science Consultant,GBP,70186,GB,0,GB,M
2116,2024,MI,FT,Data Science Consultant,GBP,51716,GB,0,GB,M
2117,2024,SE,FT,Data Architect,USD,149040,US,100,US,M
2118,2024,SE,FT,Data Architect,USD,113900,US,100,US,M
2119,2022,MI,FT,Business Data Analyst,USD,95000,US,0,US,M
2120,2023,SE,FT,Data Analyst,USD,115000,US,100,US,S
2121,2024,SE,FT,Data Analyst,USD,171000,US,100,AU,L
2123,2024,SE,FT,Data Engineer,USD,100000,US,0,US,M
2124,2024,SE,FT,Data Engineer,USD,78000,US,0,US,M
2125,2024,SE,FT,Data Engineer,USD,120000,US,0,US,M
2126,2024,SE,FT,Data Engineer,USD,95000,US,0,US,M
2127,2024,SE,FT,Data Specialist,USD,110000,US,0,US,M
2128,2024,SE,FT,Data Specialist,USD,70000,US,0,US,M
2130,2024,SE,FT,Data Scientist,USD,185900,US,0,US,M
2131,2024,SE,FT,Data Scientist,USD,129300,US,0,US,M
2132,2024,MI,FT,Data Analyst,USD,150000,US,0,US,M
2133,2024,MI,FT,Data Analyst,USD,100000,US,0,US,M
2134,2024,SE,FT,Data Engineer,USD,230000,US,100,US,M
2135,2024,SE,FT,Data Engineer,USD,154600,US,100,US,M
2136,2024,SE,FT,Machine Learning Engineer,USD,204500,US,0,US,M
2137,2024,SE,FT,Machine Learning Engineer,USD,142200,US,0,US,M
2138,2024,MI,FT,Data Engineer,USD,160000,US,100,US,M
2139,2024,MI,FT,Data Engineer,USD,75000,US,100,US,M
2140,2024,SE,FT,Data Scientist,EUR,47280,ES,0,ES,M
2141,2024,SE,FT,Data Scientist,EUR,37824,ES,0,ES,M
2142,2024,SE,FT,Data Engineer,USD,213000,US,0,US,M
2143,2024,SE,FT,Data Engineer,USD,152000,US,0,US,M
2144,2024,SE,FT,Data Scientist,USD,140000,US,100,US,M
2145,2024,SE,FT,Data Scientist,USD,120000,US,100,US,M
2146,2024,SE,FT,Data Scientist,USD,110000,US,0,US,M
2147,2024,SE,FT,Data Scientist,USD,70000,US,0,US,M
2148,2024,SE,FT,Machine Learning Software Engineer,USD,227200,CA,100,CA,M
2149,2024,SE,FT,Machine Learning Software Engineer,USD,168000,CA,100,CA,M
2151,2024,MI,FT,Data Scientist,EUR,64090,DE,0,DE,M
2152,2024,MI,FT,Data Scientist,EUR,60938,DE,0,DE,M
2153,2024,SE,FT,ML Engineer,USD,243000,US,100,US,M
2154,2024,SE,FT,ML Engineer,USD,183000,US,100,US,M
2155,2024,SE,FT,Data Engineer,USD,175000,US,0,US,M
2156,2024,SE,FT,Data Engineer,USD,150000,US,0,US,M
2157,2024,MI,FT,Data Scientist,USD,130000,US,100,US,M
2158,2024,MI,FT,Data Scientist,USD,90000,US,100,US,M
2159,2024,MI,FT,Data Analyst,USD,165000,US,0,US,M
2160,2024,MI,FT,Data Analyst,USD,124000,US,0,US,M
2161,2024,SE,FT,Data Engineer,USD,178000,CA,0,CA,M
2162,2024,SE,FT,Data Engineer,USD,132000,CA,0,CA,M
2163,2024,SE,FT,Data Engineer,USD,300000,US,0,US,M
2164,2024,SE,FT,Data Engineer,USD,130000,US,0,US,M
2165,2024,SE,FT,Data Analyst,USD,169000,US,0,US,M
2166,2024,SE,FT,Data Analyst,USD,110600,US,0,US,M
2167,2024,SE,FT,Data Analyst,USD,116000,US,100,US,M
2168,2024,SE,FT,Data Analyst,USD,96000,US,100,US,M
2169,2024,SE,FT,Data Analyst,GBP,92350,GB,0,GB,M
2170,2024,SE,FT,Data Analyst,GBP,70186,GB,0,GB,M
2171,2024,SE,FT,Data Analyst,USD,105000,US,0,US,M
2172,2024,SE,FT,Data Analyst,USD,70000,US,0,US,M
2173,2024,MI,FT,Machine Learning Researcher,CAD,105236,CA,50,CA,L
2174,2024,SE,FT,Data Engineer,USD,194000,US,100,US,M
2175,2024,SE,FT,Data Engineer,USD,129400,US,100,US,M
2176,2024,SE,FT,Data Architect,USD,190000,US,100,US,M
2177,2024,SE,FT,Data Architect,USD,135000,US,100,US,M
2178,2024,SE,FT,Data Analyst,USD,100000,US,0,US,M
2179,2024,SE,FT,Data Analyst,USD,70000,US,0,US,M
2180,2024,EN,FT,Machine Learning Engineer,USD,189750,US,0,US,M
2181,2024,EN,FT,Machine Learning Engineer,USD,140250,US,0,US,M
2182,2024,SE,FT,Data Analyst,USD,130000,US,0,US,M
2183,2024,SE,FT,Data Analyst,USD,100000,US,0,US,M
2184,2024,MI,FT,Data Analyst,USD,160000,US,0,US,M
2185,2024,MI,FT,Data Analyst,USD,109000,US,0,US,M
2186,2024,SE,FT,Research Engineer,USD,250000,US,0,US,M
2187,2024,SE,FT,Research Engineer,USD,150000,US,0,US,M
2188,2024,MI,FT,Data Analyst,USD,206000,US,0,US,M
2189,2024,MI,FT,Data Analyst,USD,160000,US,0,US,M
2190,2024,SE,FT,Data Engineer,USD,135000,US,0,US,M
2191,2024,SE,FT,Data Engineer,USD,120000,US,0,US,M
2192,2024,SE,FT,Machine Learning Engineer,EUR,115573,FR,100,FR,M
2193,2024,SE,FT,Machine Learning Engineer,EUR,73546,FR,100,FR,M
2194,2024,EN,FT,Data Engineer,USD,160000,US,0,US,M
2195,2024,EN,FT,Data Engineer,USD,135000,US,0,US,M
2196,2024,MI,FT,Data Analyst,USD,150000,US,0,US,M
2197,2024,MI,FT,Data Analyst,USD,100000,US,0,US,M
2198,2024,MI,FT,Data Engineer,USD,120000,US,0,US,M
2199,2024,MI,FT,Data Engineer,USD,95000,US,0,US,M
2200,2024,SE,FT,Data Engineer,EUR,68293,ES,0,ES,M
2201,2024,SE,FT,Data Engineer,EUR,42026,ES,0,ES,M
2202,2024,SE,FT,Data Engineer,USD,191200,US,0,US,M
2203,2024,SE,FT,Data Engineer,USD,130000,US,0,US,M
2204,2024,SE,FT,Data Engineer,USD,191200,US,0,US,M
2205,2024,SE,FT,Data Engineer,USD,130000,US,0,US,M
2206,2024,EN,FT,Machine Learning Research Engineer,EUR,66192,DE,50,DE,L
2207,2024,EN,FT,3D Computer Vision Researcher,USD,50000,US,100,CR,S
2208,2024,SE,FT,Data Engineer,USD,230000,US,0,US,L
2209,2024,SE,FT,Data Engineer,USD,154600,US,0,US,L
2210,2024,SE,FT,Data Engineer,USD,120000,US,0,US,M
2211,2024,SE,FT,Data Engineer,USD,95000,US,0,US,M
2212,2024,SE,FT,Data Scientist,USD,140000,US,0,US,M
2213,2024,SE,FT,Data Scientist,USD,120000,US,0,US,M
2214,2024,SE,FT,Data Analyst,USD,169000,US,0,US,M
2215,2024,SE,FT,Data Analyst,USD,110600,US,0,US,M
2216,2024,MI,FT,Data Analyst,USD,80000,US,100,US,L
2217,2024,SE,FT,Data Engineer,USD,185900,US,0,US,M
2218,2024,SE,FT,Data Engineer,USD,129300,US,0,US,M
2219,2024,SE,FT,Analytics Engineer,USD,135000,US,0,US,M
2220,2024,SE,FT,Analytics Engineer,USD,110000,US,0,US,M
2221,2024,MI,FT,Data Analytics Manager,USD,155000,US,0,US,M
2222,2024,MI,FT,Data Analytics Manager,USD,140000,US,0,US,M
2223,2024,SE,FT,Data Engineer,USD,205000,US,100,US,M
2224,2024,SE,FT,Data Engineer,USD,150000,US,100,US,M
2225,2024,SE,FT,Data Engineer,USD,179500,US,0,US,M
2226,2024,SE,FT,Data Engineer,USD,134000,US,0,US,M
2227,2024,MI,FT,Data Scientist,USD,180000,US,0,US,M
2228,2024,MI,FT,Data Scientist,USD,120000,US,0,US,M
2229,2024,SE,FT,Data Scientist,USD,185900,US,0,US,M
2230,2024,SE,FT,Data Scientist,USD,129300,US,0,US,M
2231,2024,SE,FT,Data Scientist,USD,175000,US,100,US,M
2232,2024,SE,FT,Data Scientist,USD,145000,US,100,US,M
2233,2024,SE,FT,Data Architect,USD,235000,US,100,US,M
2234,2024,SE,FT,Data Architect,USD,175000,US,100,US,M
2235,2024,EN,FT,Data Science Consultant,EUR,27317,ES,50,ES,L
2236,2024,MI,FT,Data Engineer,USD,160000,US,100,US,M
2237,2024,MI,FT,Data Engineer,USD,90000,US,100,US,M
2238,2024,SE,FT,Data Engineer,EUR,68293,ES,0,ES,M
2239,2024,SE,FT,Data Engineer,EUR,36773,ES,0,ES,M
2240,2024,SE,FT,Data Engineer,USD,145000,US,0,US,M
2241,2024,SE,FT,Data Engineer,USD,115000,US,0,US,M
2242,2024,MI,FT,Data Specialist,USD,165000,US,0,US,M
2243,2024,MI,FT,Data Specialist,USD,135000,US,0,US,M
2244,2024,SE,FT,Data Engineer,USD,168400,US,0,US,M
2245,2024,SE,FT,Data Engineer,USD,105200,US,0,US,M
2246,2024,MI,FT,Deep Learning Engineer,GBP,86193,GB,100,GB,M
